Sr.,Station,day,month,year,CO,NO2,SO2,Temperature,Humudity,Noise,O3,Uray,AQI,PM2_5,PM10
24908,29,28,3,2023,0.8,35.04,3.88,35,44,111,26.37,6,93,49.28,68.95
24909,29,29,3,2023,0.82,38.67,2.55,36,49,110,25.33,5,98,52.2,82.28
24910,29,30,3,2023,0.57,37.65,3.74,38,51,118,42.2,8,77,47.2,57.28
24911,29,31,3,2023,0.53,34.64,4.12,37,52,115,33.25,7,63,34.2,45.28
24912,29,1,4,2023,0.53,34.64,3.87,35,48,110,16.85,9,43,30.21,23.05
24913,29,2,4,2023,0.73,34.53,2.21,33,49,117,26.28,5,73,44.47,72.2
24914,29,3,4,2023,0.73,34.53,2.08,35,55,119,20.02,4,43,30.14,21.66
24915,29,4,4,2023,0.73,32.08,1.99,37,52,120,26.18,8,70,39.2,69.58
24916,29,5,4,2023,0.84,27.91,2.28,32,49,115,26.35,9,92,42.2,72.28
24917,29,6,4,2023,0.73,25.52,3.46,35,51,110,31.2,5,96,48.2,75.2
24918,29,7,4,2023,0.94,31.29,7.86,32,55,112,23.53,8,97,53.13,91.87
24919,29,8,4,2023,1.19,39.01,9.67,32,49,111,25.29,9,99,53.54,84.28
24920,29,9,4,2023,1.09,32.05,11.69,31,45,110,39.28,5,94,43.2,84.2
24921,29,10,4,2023,1.1,32.89,2.59,33,44,113,24.58,6,85,46.2,66.278
24922,29,11,4,2023,1.13,33.03,14.25,32,48,114,32.28,7,86,43.18,51.64
24923,29,12,4,2023,0.74,29.86,25.07,31,58,110,31.05,8,97,48.2,78.54
24924,29,13,4,2023,0.73,25.52,5.14,32,55,112,31.2,9,96,48.2,75.2
24925,29,14,4,2023,0.85,44.35,4.61,30,56,111,33.37,6,92,42.88,80.06
24926,29,15,4,2023,0.71,27.68,3.75,32,52,110,29.53,7,95,52.75,78.56
24927,29,16,4,2023,0.73,30.71,5.45,33,51,116,35.92,8,98,49.28,78.25
24928,29,17,4,2023,0.73,30.71,3.25,32,49,115,25.92,8,98,52.2,42.28
24929,29,18,4,2023,1.05,34.93,1.76,33,50,110,28.85,9,92,48.2,78.65
24930,29,19,4,2023,0.71,27.68,1.12,30,47,113,29.53,7,95,32.75,48.56
24931,29,20,4,2023,0.68,31.28,2.12,31,53,114,30.29,8,99,52.21,87.28
24932,29,21,4,2023,0.76,41.59,1.28,32,55,110,33.86,7,92,46.45,78.52
24933,29,22,4,2023,0.71,27.68,2.56,31,49,112,29.53,8,95,52.75,78.56
24934,29,23,4,2023,0.99,34.11,2.22,30,58,116,25.62,5,90,44.28,66.58
24935,29,24,4,2023,0.69,32.12,1.58,33,51,110,31.47,6,90,52.04,82.65
24936,29,25,4,2023,0.98,40.72,2.01,31,48,109,24.76,7,91,46.28,86.25
24937,29,26,4,2023,0.97,44.37,2.79,33,57,110,29.56,5,96,53.2,76.25
24938,29,27,4,2023,0.68,31.28,2.12,34,53,115,30.29,6,99,52.21,87.28
24939,29,28,4,2023,0.69,32.12,2.06,33,54,116,31.47,4,90,32.04,42.25
24940,29,29,4,2023,0.69,32.12,2.83,34,57,118,31.47,7,90,52.04,82.65
24941,29,30,4,2023,0.98,40.72,2.36,33,51,120,24.76,5,91,46.28,86.25
24942,29,1,5,2023,0.97,44.37,1.65,34,52,125,29.56,4,96,53.2,76.25
24943,29,2,5,2023,0.96,34.38,1.03,32,56,110,29.68,6,92,45.2,85.68
24944,29,3,5,2023,0.46,34.38,1.01,33,53,112,9.68,4,42,34.51,22.46
24945,29,4,5,2023,0.69,32.12,1.24,32,58,168,31.47,6,90,32.04,42.25
24946,29,5,5,2023,0.97,44.37,1.31,32,57,112,29.56,5,96,53.2,76.25
24947,29,6,5,2023,0.42,29.09,1.67,31,59,110,16.69,7,36,3.92,23.62
24948,29,7,5,2023,0.66,31.93,1.24,32,58,110,15.04,6,39,12.64,20.87
24949,29,8,5,2023,0.46,34.38,1.31,31,53,110,9.68,5,42,34.51,22.46
24950,29,9,5,2023,0.81,43.31,1.67,31,51,112,29.88,4,94,52.55,75.36
24951,29,10,5,2023,0.81,23.11,1.54,31,49,110,29.88,8,40,22.5,18.59
24952,29,11,5,2023,1.01,35.81,1.79,31,56,110,35.28,7,51,21.34,17.89
24953,29,12,5,2023,1.19,36.38,2.31,32,59,112,35.67,6,59,12.3,19.2
24954,29,13,5,2023,1.16,34.42,2.68,32,54,92,27.58,8,58,12.65,18.62
24955,29,14,5,2023,0.97,44.37,1.48,33,51,89,29.56,4,96,53.2,76.25
24956,29,15,5,2023,0.52,36.79,1.64,32,56,96,10.95,5,45,13.51,19.58
24957,29,16,5,2023,0.96,27.23,1.79,29,57,110,28.15,8,96,53.2,83.65
24958,29,17,5,2023,0.53,34.64,2.56,31,53,115,33.25,7,63,34.2,45.28
24959,29,18,5,2023,0.97,38.78,2.87,33,58,112,29.48,5,49,38.28,42.12
24960,29,19,5,2023,0.76,41.31,2.59,33,51,117,30.33,6,92,52,75.28
24961,29,20,5,2023,0.97,44.37,2.49,34,54,120,29.56,4,98,54.35,75.34
24962,29,21,5,2023,0.42,29.09,2.16,33,53,110,16.69,6,36,3.92,23.62
24963,29,22,5,2023,0.68,37.17,2.12,33,52,110,25.8,9,96,45.28,95.28
24964,29,23,5,2023,0.68,37.17,2.68,34,56,116,25.8,4,96,45.28,95.28
24965,29,24,5,2023,0.67,38.15,2.56,33,55,123,26.55,6,97,52.55,70.15
24966,29,25,5,2023,1.25,48.2,2.38,35,54,116,28.2,8,66,42.2,48.58
24967,29,26,5,2023,0.65,42.15,2.07,35,57,113,30.1,5,95,55.15,71.15
24968,29,27,5,2023,0.68,45.89,2.83,31,51,114,32.45,6,89,52.47,75.19
24969,29,28,5,2023,0.33,35.65,2.36,34,52,90,33.88,8,92,55.15,75.15
24970,29,29,5,2023,0.56,36.88,1.65,31,56,112,35.45,5,95,56.89,71.45
24971,29,30,5,2023,0.56,37.18,2.23,30,68,110,39.54,6,91,54.88,75.15
24972,29,31,5,2023,0.59,44.05,2.83,34,57,118,45.28,7,96,53.52,70.28
24973,29,1,6,2023,0.66,35.45,2.9,31,59,114,32.55,4,95,35.858,41.58
24974,29,2,6,2023,0.97,39.66,1.66,31,68,110,36.45,5,97,55.88,46.96
24975,29,3,6,2023,0.42,27.85,1.02,31,63,112,4.12,6,65.28,25.58,19.53
24976,29,4,6,2023,0.48,27.76,1.02,32,65,111,9.76,6,49.65,33.25,27.54
24977,29,5,6,2023,0.42,30.43,1.2,32,76,110,7.81,5,38,32.24,20.84
24978,29,6,6,2023,0.92,30.43,1.09,35,56,116,27.81,6,99,52.54,65.65
24979,29,7,6,2023,0.48,23.6,2.03,29,57,115,11.05,8,39.25,22.14,23.41
24980,29,8,6,2023,1.11,57.28,2.06,32,54,110,51.02,9,96,29.07,65.99
24981,29,9,6,2023,0.47,18.2,2.15,32,51,113,12.39,4,42.15,22.54,21.57
24982,29,10,6,2023,0.78,44.05,2.15,32,53,114,59.39,6,89,53.82,88.52
24983,29,11,6,2023,0.33,13.38,1.24,32,51,110,25.65,5,59,19.34,14.74
24984,29,12,6,2023,0.98,59.45,1.54,35,29.37,110,45.25,7,110,65.258,98.45
24985,29,13,6,2023,0.61,41.78,1.79,35,31.17,110,87.87,6,87,30.43,63.8
24986,29,14,6,2023,0.29,16.09,1.65,36,34.43,110,41.39,5,84.61,22.36,21.83
24987,29,15,6,2023,0.27,17.91,2.56,37,34.02,112,1.96,4,55,33.19,22.21
24988,29,16,6,2023,0.26,16.3,2.68,37,30.77,110,10.24,8,44,30.1,22.18
24989,29,17,6,2023,0.97,44.37,2.46,35,32.56,110,39.65,6,96,53.2,76.25
24990,29,18,6,2023,0.67,38.52,2.79,35,39.4,115,40.15,5,96,43.2,86.25
24991,29,19,6,2023,0.42,27.85,2.12,35,48.56,116,44.12,3,65.28,25.58,19.53
24992,29,20,6,2023,0.75,37.68,2.68,34,36.88,118,29.53,2,98,52.75,78.56
24993,29,21,6,2023,1.11,57.28,2.56,33,73,116,51.02,4,96,29.07,65.99
24994,29,22,6,2023,1.25,48.2,2.67,33,74,123,28.2,4,65,42.2,48.58
24995,29,23,6,2023,1.11,57.28,2.98,34,59,116,51.02,6,96,29.07,65.99
24996,29,24,6,2023,0.54,34.42,0.98,33,58,113,37.58,5,58,42.65,58.62
24997,29,25,6,2023,0.95,44.37,2.68,34,64,116,57.56,8,96,43.2,76.25
24998,29,26,6,2023,0.52,36.79,2.78,33,74,113,43.95,8,65,13.51,19.58
24999,29,27,6,2023,0.48,27.76,1.85,34,76,114,23.51,9,49.65,33.25,27.54
25000,29,28,6,2023,0.78,44.05,1.79,32,72,90,59.39,5,89,53.82,88.52
25001,29,29,6,2023,0.48,23.6,1.96,33,78,85,31.05,6,49.25,22.14,23.41
25002,29,30,6,2023,0.49,12.78,2.36,34,66,129,21.33,5,67,35.65,21.29
25003,29,1,7,2023,0.42,27.85,1.65,32,63,120,44.12,8,65.28,25.58,19.53
25004,29,2,7,2023,0.66,40.33,1.03,33,57,125,42.15,7,54,19.64,40.69
25005,29,3,7,2023,0.98,59.45,1.01,32,56,110,45.25,9,110,65.258,98.45
25006,29,4,7,2023,0.67,38.52,4.01,36,52,114,40.15,5,96,43.2,86.25
25007,29,5,7,2023,0.97,44.37,3.88,35,51,111,29.56,4,96,53.2,76.25
25008,29,6,7,2023,1.11,57.28,2.55,36,47,110,51.02,8,96,29.07,65.99
25009,29,7,7,2023,0.53,34.64,3.74,38,49,118,16.85,4,43,30.21,23.05
25010,29,8,7,2023,0.88,48.89,4.12,37,51,115,17.96,8,77,32.75,77.37
25011,29,9,7,2023,0.68,31.28,3.87,35,44,110,30.29,9,99,52.21,87.28
25012,29,10,7,2023,0.77,50.54,2.21,33,49,117,65.35,5,79,40.28,78.84
25013,30,26,7,2022,1.38,35.45,1.31,29,54,120,32.14,6,81,42.2,72.1
25014,30,27,7,2022,0.48,40.67,1.67,31,58,125,23.99,7,152,37.07,71.4
25015,30,28,7,2022,1.37,40.67,1.54,29,59,110,28.61,8,94,33.89,76.17
25016,30,29,7,2022,1.05,14.08,1.79,32,52,112,27.5,4,70,30.12,64.07
25017,30,30,7,2022,0.66,16.79,1.65,33,51,117,44.52,5,63,43.61,85.61
25018,30,31,7,2022,0.77,24.35,2.56,34,63,112,55.31,6,102,21.37,89.21
25019,30,1,8,2022,1.05,37.82,2.68,33,57,110,13.86,8,102.2,37.77,180.73
25020,30,2,8,2022,1.38,36.68,1.79,33,76,110,49.25,4,63,30.12,116.19
25021,30,3,8,2022,0.72,36.51,2.56,33,74,120,26.95,6,70,43.61,130
25022,30,4,8,2022,0.64,63.72,2.87,35,72,125,23.66,8,55,21.37,123.52
25023,30,5,8,2022,0.34,37.81,2.04,32,51,120,50,7,50,28.69,39.04
25024,30,6,8,2022,0.8,52.95,2.01,33,56,125,44.33,8,116,64.74,79.66
25025,30,7,8,2022,0.73,46.52,2.27,34,57,110,46.19,4,120,65.99,79.65
25026,30,8,8,2022,0.68,47.14,2.38,34,52,112,44.82,6,91,54.81,68
25027,30,9,8,2022,0.93,53.74,1.59,34,53,117,40.78,4,120,66.01,82.02
25028,30,10,8,2022,1.09,51.17,1.86,34,56,110,37.46,7,113,63.92,86.43
25029,30,11,8,2022,1.1,30.2,2.06,32,57,110,20.1,5,57,10.21,14.5
25030,30,12,8,2022,0.89,46.18,2.91,30,54,92,56.81,6,55,37.07,48.41
25031,30,13,8,2022,0.88,45.21,2.04,33,51,89,49.51,4,65,36.07,35.61
25032,30,14,8,2022,0.68,63.72,2.01,33,53,96,81.38,7,113,32.97,49.62
25033,30,15,8,2022,2.3,78.08,2.14,34,51,110,19.95,7,135,58.88,152.15
25034,30,16,8,2022,2.51,75.55,2.31,31,56,112,19.73,8,149,69.81,173.2
25035,30,17,8,2022,2.01,75.74,2.67,29,57,117,23.75,5,120,16.55,129.81
25036,30,18,8,2022,2.08,72.28,2.78,29,54,120,31.76,6,125,64.17,136.68
25037,30,19,8,2022,2.08,78.6,2.87,32,59,125,29.19,4,149,74.73,150.66
25038,30,20,8,2022,2.08,78.6,2.18,32,61,110,29.19,7,149,74.73,150.66
25039,30,21,8,2022,2.38,72.94,2.03,32,58,112,20.65,5,175,82.65,145.81
25040,30,22,8,2022,2.41,76.98,1.25,32,54,117,19.42,4,191,87.56,170.62
25041,30,23,8,2022,2.08,71.73,1.53,33,56,120,23.32,6,178,90.23,155.79
25042,30,24,8,2022,1.92,67.67,1.16,32,59,117,28.01,4,187,103.93,116.23
25043,30,25,8,2022,0.63,42.81,2.49,29,65,118,41.31,5,108,47.14,68.46
25044,30,26,8,2022,0.78,37.54,2.16,31,76,116,23.56,6,107,53.74,47.84
25045,30,27,8,2022,0.89,42.21,2.12,33,72,123,24.28,8,109,51.17,61.43
25046,30,28,8,2022,0.68,39.52,2.68,33,73,110,28.12,9,106,4.55,64.48
25047,30,29,8,2022,0.85,70.28,2.56,34,57,110,28.64,4,149,2.04,51.56
25048,30,30,8,2022,0.68,62.28,2.38,33,61,89,23.83,5,70,55.42,25.64
25049,30,31,8,2022,0.98,65.78,2.07,33,58,96,12.76,6,92,52.41,21.88
25050,30,1,9,2022,0.69,65.52,2.83,34,54,108,13.41,5,71,37.96,29.31
25051,30,2,9,2022,0.89,66.52,2.36,33,56,116,35.21,7,63,89.74,36.54
25052,30,3,9,2022,0.97,71.55,1.65,35,59,114,46.21,4,106,86.31,59.59
25053,30,4,9,2022,0.78,73.55,1.78,35,57,127,12.64,3,61,1.57,71.84
25054,30,5,9,2022,0.67,60.29,2.17,31,79,110,45.62,4,75,2.17,2.69
25055,30,6,9,2022,0.67,60.29,2.16,34,59,110,45.62,8,75,2.17,2.69
25056,30,7,9,2022,0.59,58.52,2.18,36,65,112,34.77,7,73,6.89,4.56
25057,30,8,9,2022,0.68,58.45,2.14,37,78,117,35.49,6,73,1.57,1.49
25058,30,9,9,2022,0.4,53.46,1.26,38,59,117,39.15,4,67,2.04,2.07
25059,30,10,9,2022,0.95,56.42,1.56,38,68,110,37.85,6,71,42.48,2.95
25060,30,11,9,2022,0.61,54.65,1.29,38,63,110,37.97,5,68,12.54,19.48
25061,30,12,9,2022,0.77,41.21,1.72,36,65,110,27.82,6,62,23.43,15.68
25062,30,13,9,2022,0.93,30.83,1.76,33,76,110,28.54,7,98,40.2,98.15
25063,30,14,9,2022,1.26,43.24,1.59,34,59,110,25.95,6,63,24.59,50.51
25064,30,15,9,2022,1.26,53.56,1.97,32,76,110,35.24,7,191.12,52.12,99.48
25065,30,16,9,2022,1.08,47.95,1.99,31,79,110,14.06,8,98.12,50.84,90.12
25066,30,17,9,2022,1.17,51.69,1.13,32,83,110,41.67,6,241,55.12,91.16
25067,30,18,9,2022,1.1,75.87,1.19,34,74,110,12.56,5,231,37.23,122.06
25068,30,19,9,2022,1.39,40.33,2.13,34,76,112,26.92,3,169,57.3,100
25069,30,20,9,2022,1.03,63.02,2.96,34,74,117,13.86,2,155,57.29,110.12
25070,30,21,9,2022,2.42,68.4,2.2,33,78,120,38.79,4,155,36.19,95.52
25071,30,22,9,2022,2.24,51.13,1.55,33,79,125,43.23,4,143,55.57,77.66
25072,30,23,9,2022,1.1,79.36,1.82,33,71,110,15.37,5,147,53.47,83.1
25073,30,24,9,2022,1.35,60.27,1.63,33,79,112,18.53,8,148,40.57,100.3
25074,30,25,9,2022,1.2,46.89,1.28,35,80,117,15.47,7,156,54.89,86.12
25075,30,26,9,2022,0.69,49,1.76,33,58,96,28.64,6,90.2,8.33,65.28
25076,30,27,9,2022,0.99,48,0.67,35,59,108,24.53,6,245,10.12,42.46
25077,30,28,9,2022,0.55,46,1.29,35,59,116,28.2,3,215,16.02,93.2
25078,30,29,9,2022,0.9,52,1.56,35,54,114,65.96,4,101,11.42,79.4
25079,30,30,9,2022,0.87,53,1.79,35,51,127,53.44,7,57,14.56,74.56
25080,30,1,10,2022,0.93,45.84,1.49,35,56,139,21.14,8,103,54.58,103.55
25081,30,2,10,2022,2.18,47.48,1.52,35,57,120,21.81,4,109,75.49,127.1
25082,30,3,10,2022,2.47,53.76,1.28,35,53,125,17.28,6,247,103.98,161.97
25083,30,4,10,2022,2.23,48.76,1.47,35,58,110,19.1,5,176,82.74,141.62
25084,30,5,10,2022,1.88,45.86,2.47,36,60,110,18.63,5,111,63.3,114.99
25085,30,6,10,2022,1.67,40.82,2.69,37,61,123,22.03,8,89,44.83,89.36
25086,30,7,10,2022,0.8,37.13,2.17,34,72,117,61.96,4,264,189.61,157.61
25087,30,8,10,2022,0.71,35.38,2.16,32,78,117,61.62,5,244,149.62,151.61
25088,30,9,10,2022,0.62,23.3,2.16,33,66,116,69.16,6,265,125.64,145.26
25089,30,10,10,2022,0.78,41.89,2.12,35,63,109,59.23,5,244,171.64,142.36
25090,30,11,10,2022,0.9,43.53,2.68,34,59,104,53.91,7,245,121.3,142.31
25091,30,12,10,2022,1.4,43.53,3,35,55,106,53.91,4,254.12,175.75,134.72
25092,30,13,10,2022,0.73,34.85,1.54,35,54,103,49.63,6,245,178.56,161
25093,30,14,10,2022,0.57,17.9,1.03,35,58,112,65.79,7,234,148.62,152.41
25094,30,15,10,2022,0.96,41.08,1.01,36,59,110,59.29,5,250,140,118
25095,30,16,10,2022,0.91,43.86,1.24,35,53,110,57.38,6,252.34,144.6,136.54
25096,30,17,10,2022,1.16,61.3,1.8,35,48,117,41.2,5,150,70.12,105.11
25097,30,18,10,2022,1.16,61.3,0.55,36,51,120,41.2,8,150,70.12,105.11
25098,30,19,10,2022,1.1,60.1,0.98,36,49,125,40.1,7,155,70.1,104.1
25099,30,20,10,2022,1.1,60.1,2.55,36,47,110,40.1,5,155,70.1,104.1
25100,30,21,10,2022,1.05,60.15,2.15,36,53,112,40.05,5,154,69.05,102.3
25101,30,22,10,2022,1.98,50.2,2.56,36,49,117,18.28,6,102,25.06,32.2
25102,30,23,10,2022,1.16,61.3,2.68,36,46,116,41.2,4,150,70.12,105.11
25103,30,24,10,2022,3.22,52.11,2.46,36,44,110,32.65,6,115,36.59,38.15
25104,30,25,10,2022,1.02,38.18,2.79,35,47,110,28.2,5,120,52.2,110.1
25105,30,26,10,2022,1.28,42.28,2.12,36,48,125,38.2,6,140.2,58.28,120.2
25106,30,27,10,2022,0.68,71.55,2.71,36,57,139,48.69,6,212,2.04,66.58
25107,30,28,10,2022,0.83,73.55,2.32,35,51,116,7.85,8,219,55.42,59.78
25108,30,29,10,2022,0.83,57.3,2.67,36,53,168,37.01,6,131,52.41,59.65
25109,30,30,10,2022,1.63,67.47,2.16,37,54,112,18.34,7,157,37.96,79.84
25110,30,31,10,2022,1.54,92.57,1.4,35,56,110,23.32,8,214,89.74,56.18
25111,30,1,11,2022,1.54,38.76,0.56,35,65,116,26.9,7,249,86.31,77.49
25112,30,2,11,2022,1.18,39.84,0.99,35,78,118,26.66,6,71,45.31,97.57
25113,30,3,11,2022,0.65,30.43,2.06,35,66,116,27.14,4,87,39.31,52.18
25114,30,4,11,2022,0.56,33.53,2.91,36,53,123,11.65,3,63,58.51,48.41
25115,30,5,11,2022,0.74,38.24,2.38,37,51,113,21.83,2,88,21.31,75.66
25116,30,6,11,2022,1.13,68.05,2.01,37,59,110,36.27,6,79,52.39,66.33
25117,30,7,11,2022,0.75,59.43,2.27,35,58,120,46.14,7,91,41.08,66.33
25118,30,8,11,2022,1.02,63.18,2.38,35,53,125,37.65,6,64,42.89,66.33
25119,30,9,11,2022,1.02,59.97,2.07,35,51,110,14.46,4,76,14.21,75.72
25120,30,10,11,2022,0.2,39.97,2.83,34,49,112,13.05,7,76,57.44,23.03
25121,30,11,11,2022,0.65,48.88,2.36,33,62,110,26.14,8,73,19.44,119.86
25122,30,12,11,2022,0.55,79.81,1.65,33,59,112,10.08,6,64,31.78,110.1
25123,30,13,11,2022,0.79,26.55,1.03,34,57,117,13.57,5,59,35.3,41.28
25124,30,14,11,2022,0.99,66.28,1.01,33,56,110,11.65,3,61,31.8,66.33
25125,30,15,11,2022,1.18,74.58,1.24,34,53,110,21.83,2,55,89.36,110.1
25126,30,16,11,2022,1.18,72.63,1.79,33,58,112,20.53,7,75.2,89.36,59.59
25127,30,17,11,2022,0.95,22.72,2.06,34,57,125,27.83,5,60,41.38,35.88
25128,30,18,11,2022,0.95,88.67,2.91,32,58,110,29.18,8,73,10.21,40.79
25129,30,19,11,2022,1.23,52.73,1.59,33,73,112,34.41,8,155,53.82,70
25130,30,20,11,2022,1.38,56.27,1.86,32,75,117,34.14,6,176,82.7,214.88
25131,30,21,11,2022,1.41,57.17,2.06,32,49,120,32.02,5,236,100.76,242.23
25132,30,22,11,2022,1.29,55.53,2.91,31,56,125,34.24,3,171,80.76,207.22
25133,30,23,11,2022,1.27,55.36,2.04,32,59,110,31.02,2,160,70.15,190.46
25134,30,24,11,2022,1.12,51.39,2.01,31,54,112,29.82,7,135,49.14,152.13
25135,30,25,11,2022,1.12,51.39,2.27,31,51,117,29.82,6,135,49.14,152.13
25136,30,26,11,2022,1.23,57.02,2.38,31,56,110,35.71,4,165,71.71,197.92
25137,30,27,11,2022,1.28,55.06,2.07,31,57,110,36.48,5,173,82.02,204.62
25138,30,28,11,2022,1.22,54.06,2.83,32,53,117,28.53,8,161,14.55,190.96
25139,30,29,11,2022,0.95,52.63,2.36,32,58,110,34.89,7,150,71.78,175.1
25140,30,30,11,2022,1.01,52.26,1.47,32,60,110,36.89,6,192,87.61,137.65
25141,30,1,12,2022,1.01,52.26,2.47,31,54,110,36.89,3,192,87.61,137.65
25142,30,2,12,2022,1.26,54.5,2.69,30,58,110,30.92,4,197,113.08,168.84
25143,30,3,12,2022,1.26,60.31,2.54,31,56,110,22.07,7,232,115.98,171.98
25144,30,4,12,2022,1.13,58.09,2.58,31,54,110,27.72,8,232,124.78,257.37
25145,30,5,12,2022,1.13,54.14,2.89,31,59,110,26.54,4,236,145.88,158.32
25146,30,6,12,2022,1.1,50.64,2.56,30,65,110,28.51,6,224,151.32,167.94
25147,30,7,12,2022,1,47.03,2.45,30,78,110,37.56,4,224,121.55,154.44
25148,30,8,12,2022,0.98,47.99,2.14,30,59,112,28,7,151,63.99,177.1
25149,30,9,12,2022,1.14,56.15,2.31,30,68,89,29.66,5,161,63.13,192.07
25150,30,10,12,2022,0.99,55.32,2.68,30,63,96,24.62,6,164,73.27,195.82
25151,30,11,12,2022,1.05,55.31,1.48,30,65,108,29.04,4,290,117.03,250.8
25152,30,12,12,2022,1.05,55.31,1.64,31,54,117,29.04,8,233,117.03,148.25
25153,30,13,12,2022,0.58,29.26,1.79,32,57,120,49.67,6,150,74.95,157.33
25154,30,14,12,2022,0.47,33.36,1.9,32,59,125,41.29,4,101,28.67,100.44
25155,30,15,12,2022,0.85,41.89,1.03,31,58,110,39.5,2,122,43.36,132.33
25156,30,16,12,2022,1.06,48.32,1.09,32,53,112,31.08,5,149,60.89,120.2
25157,30,17,12,2022,1.07,47.38,2.03,33,51,110,29.06,4,154,58.98,102.31
25158,30,18,12,2022,0.74,47.38,2.06,34,49,120,55.2,5,142,63.88,79.2
25159,30,19,12,2022,0.85,41.89,2.08,33,56,125,39.5,6,122,43.36,132.33
25160,30,20,12,2022,0.46,44.03,1.24,32,59,112,18.85,6,147,52.71,170.78
25161,30,21,12,2022,0.92,45.45,1.86,32,54,110,26.93,3,154,53.28,180.94
25162,30,22,12,2022,0.92,45.45,1.76,32,51,110,26.93,4,154,53.28,143.94
25163,30,23,12,2022,0.76,40.03,1.69,30,51,110,25.29,7,164,70.61,125.3
25164,30,24,12,2022,1.05,55.27,1.71,27,56,112,29.6,8,153.2,131.35,102.31
25165,30,25,12,2022,0.99,49.83,2.05,27,57,110,36.51,3,155,68.53,105.91
25166,30,26,12,2022,0.85,49.13,2.03,26,53,110,26.05,4,268,88.64,101.64
25167,30,27,12,2022,1.08,62.21,2.68,27,58,112,38.67,7,139,125.34,108.34
25168,30,28,12,2022,1.04,54.46,2,28,60,117,53.21,8,155,89.31,118.52
25169,30,29,12,2022,1.04,54.46,1.5,28,61,110,22.58,4,245.7,104,98.5
25170,30,30,12,2022,0.92,45.54,1.75,31,59,110,51.25,6,168,97.03,85.25
25171,30,31,12,2022,0.8,41.74,1.66,30,58,112,23.48,4,248,113.83,138.94
25172,30,1,1,2023,1.19,57.51,1.8,28,54,117,24.25,7,108,146.41,346.66
25173,30,2,1,2023,1.18,55.93,2.05,27,56,117,28.88,5,107,147.33,362.54
25174,30,3,1,2023,1.18,55.93,2.9,27,49,110,28.88,6,98,154.4,362.54
25175,30,4,1,2023,0.56,32.69,1.55,26,48,112,29.76,4,66,112.27,158.05
25176,30,5,1,2023,0.92,45.54,1.88,24,46,110,51.25,4,191,97.03,85.25
25177,30,6,1,2023,1.25,57.07,2.01,24,49,110,32.18,7,192,60.68,85.33
25178,30,7,1,2023,2.02,124.05,2.8,26,52,112,28.2,8,108,198.2,184.98
25179,30,8,1,2023,1.08,49.91,2.38,28,54,92,25.78,6,116,48.2,60.2
25180,30,9,1,2023,1.08,35.56,2.07,31,56,89,25.78,2,113,110.5,186.12
25181,30,10,1,2023,1.44,58.9,2.83,30,53,96,22.83,5,145,47.15,101
25182,30,11,1,2023,1.44,58.9,2.36,30,50,110,24.7,4,113,65.58,110.12
25183,30,12,1,2023,0.64,33.97,1.65,31,49,115,14.27,5,169,142.2,148.96
25184,30,13,1,2023,0.6,32.5,1.03,29,48,116,14.57,6,169,136.48,168.65
25185,30,14,1,2023,0.95,37.45,1.01,25,51,115,28.92,6,70,55.25,65.36
25186,30,15,1,2023,0.95,37.45,1.24,25,49,127,48.92,3,55,50.25,65.6
25187,30,16,1,2023,0.94,52.54,1.31,25,56,129,22.14,4,81,126.52,168.19
25188,30,17,1,2023,0.94,52.54,1.86,36,49.42,112,22.14,5,66,86.58,75.68
25189,30,18,1,2023,0.77,51.09,1.23,37,45.9,117,28.84,8,64,38.2,39.28
25190,30,19,1,2023,0.98,60.41,1.01,35,56,112,35.73,8,75,36.54,42.11
25191,30,20,1,2023,0.87,54.36,1.03,31,57,110,36.28,6,68,32.2,71.62
25192,30,21,1,2023,0.83,52.48,0.52,34,47.46,117,29.49,7,166,105.23,123.05
25193,30,22,1,2023,0.84,52.97,2.71,36,49.67,116,24.97,8,166,85.36,75.54
25194,30,23,1,2023,0.92,55.53,1.54,37,58,110,29.78,7,70,55.26,61.57
25195,30,24,1,2023,0.96,58.98,1.03,38,55.53,110,26.01,7,174,56.36,84.56
25196,30,25,1,2023,0.95,51.98,1.01,38,62.59,110,19.65,6,265,165.32,152.23
25197,30,26,1,2023,0.84,42.1,1.24,38,51.14,112,23.28,4,209,141.99,139.28
25198,30,27,1,2023,0.65,46.48,1.31,36,45.17,117,28.7,5,58,25,36
25199,30,28,1,2023,0.65,39.2,1.67,33,52.77,120,41.35,4,49,89.52,114.25
25200,30,29,1,2023,0.87,53.63,1.24,34,55.64,110,15.29,5,67,54.2,62.2
25201,30,30,1,2023,0.87,53.63,1.31,32,73.7,110,25.29,6,209,124.71,143.99
25202,30,31,1,2023,0.72,42.75,1.67,32,70.09,110,22.09,8,204,120.2,158.68
25203,30,1,2,2023,0.79,41.95,1.09,30,77,120,28.84,8,53,39.35,41.36
25204,30,2,2,2023,1.2,51.26,2.03,27,66,117,42.2,6,235,142.2,148.2
25205,30,3,2,2023,1.05,52.8,1.06,33,54.31,103,32.2,7,218,145.2,132.12
25206,30,4,2,2023,1.14,62.28,2.31,29,55.34,108,27.01,3,220,160.2,110.2
25207,30,5,2,2023,1.14,62,1.27,31,51.46,109,27.01,5,104.56,85.62,74.12
25208,30,6,2,2023,1.28,71.85,4.91,33,58.67,110,48.35,2,90,45.36,35.21
25209,30,7,2,2023,1,46.63,3.96,36,51.96,112,42.28,4,218,140.2,142.28
